FarinaKing,"What does it mean ""to be good at history""?- Calder session 33 #AHA2015"
JennieGoloboy,"In paperback, the additional market beyond that is the academic market. Want to hit both. #AHA2015"
galarzaalex,"#s42 #AHA2015 @kmlawson on photography in archives: http://chronicle.com/blogs/profhacker/the-articulated-arm-of-an-archive-raider/29243»___™ got me started on my workflow, knowing how to use camera is key!"
ColdWarScience,"Sad but true. RT @JennieGoloboy: Keith Goldsmith: market for hardcover history: male, older, wealthy #AHA2015"
SassyProf,Doing that historian thang. #AHA2015
MarlaAtUmass,"Next, Goldsmith from Knopf. When they acquire a history title, they are thinking about multiple markets, long tail.   #aha2015 #s38"
TenuredRadical,Schrecker notes as an aside that @AAUP archives are almost unprocessed and hard to use  #AHA2015
SHARPatAHA,"We're at @NYPL_Archives! If you couldn't find us at the info desk, come to the 3rd floor, room 316, seminar room C. #aha2015"
cliotropic,Calder & Steffes went to 3 sources on what it means to be good at history. 1: historians & philosophers were totally unuseful #s33 #AHA2015
triplingual,#s33 #aha2015 Sources looked at: 1) Historians & philosophers. Nope __Î too specific.
JennieGoloboy,"Looking for important & informative, appeal to average reader #AHA2015"
TenuredRadical,@AAUP Most academics who wanted jobs in 60's could have them -- except Staughton Lynd #AHA2015
blunalucero,"Early federal copyright disputes pitted ""industrious authors"" against ""indolent compilers"". @NoraSlonimsky #AHA2015 #s42"
triplingual,"#s33 #aha2015 Realized they need to look at what history is for, who it__Òs for."
cliotropic,Calder: what we determine to be (in)competence is formed by our assumptions about *what* history is for & *who* it__Òs for. #s33 #AHA2015
bec2933,Takeaway from publishing session: I'm not ready.  I need to mess with the text more. But I still think I can publish trade. #AHA2015
triplingual,#s33 #aha2015 [2nd semi-snarky remark involving Zinn this session.]
elizabethkoza,"Jessica Davis, PhD candidate at UC Davis, does well to illuminate the history of alumbrados in Spain and its colonial empire. #AHA2015"
TenuredRadical,Yale informs Lynd he will not be reappointed after trip to N. Vietnam: finds he is blacklisted @AAUP #AHA2015
JennieGoloboy,"Difference between 2004 & 2014-- fewer outlets, fewer vehicles for discovery. End of Borders, decline of book clubs. #AHA2015"
TenuredRadical,"Lynd turns to @AAUP, but gets a financial settlement and leaves the academy (actually, goes to law school) #AHA2015"
JennieGoloboy,Digital books less important in history than other genres. #AHA2015
cliotropic,Calder & Steffes went 2nd to teachers to ask what it means to be good at history. Primers like Steel (1989); AHA Tuning #s33 #AHA2015
JennieGoloboy,"Male readers of a certain age: books on Civil War, Founding Fathers, WW II are perennials. But still looking for new stuff.  #AHA2015"
TenuredRadical,@AAUP issues a statement on the rights and freedoms of students as antiwar demos become more disruptive  #AHA2015
dlondongc,So many good post ideas for public http://spaced.com»_ have come out of #AHA2015 - and it has only been 7 hours!
bec2933,You'll prob. still see me in the sessions about publishing. But maybe there needs to be one about getting an agent? (or is there?) #AHA2015
defjoy,"What does it mean for historians to ""do history"" within a network?  Where is space for this?  Already created? Evolving? changing? #AHA2015"
MapStory,"#twitterstorian reception in just one hour (5:30). Join us! 2nd Floor of the Sheraton, Central Park East Room.  #AHA2015"
JennieGoloboy,"Ads less on paper, more online #AHA2015"
TenuredRadical,@AAUP balances calls for due process with statements about disruption -- turns to questions of collective bargaining #AHA2015
ColdWarScience,I've been in/out of UPs for 15 yrs. Biggest surprise for me at #s38: role of history in trade publishing; trade int. in acad mkts. #AHA2015
ProfZMR,".@kathleenmlopez ""We have to expand our ideas of what the archives are in the field of Asians in the Americas"" #AHA2015 #AAPI"
JennieGoloboy,"When in paperback, go to academic market-- contact relevant academics, offer discount copies. #AHA2015"
TenuredRadical,"@AAUP still stuck in the idea that profs are professionals, not employees but threats to faculty worse, and unions interested  #AHA2015"
cliotropic,"#s33 #AHA2015 what historians think about what it means to be good at history; in image 2, overlaps highlighted pic.twitter.com/454CZjV8zy"
cliotropic,"Calder: The AHA Tuning Project is the state of the art for what it means to be good at history, by historians.  #s33 #AHA2015"
AHAhistorians,"Come to #AHA2015 #history bloggers & #twitterstorians reception today 5:30-6:30, Sheraton, Central Park East Room. Drinks & @MapStory demo!"
profrichmond,She also puts documents up for us to read while she describes what happened #AHA2015 #s60
RoxanneShirazi,Moderator asks if there is some way to connect the pre-writing work (source databases/images/keywords) beyond individual's use #s42 #aha2015
athenogenes,"Panel on history book publishing: 1 substantive overview, 3 marketing pitches. Zzzz. #AHA2015"
cliotropic,"Calder/Steffes asked a 3rd group on what it means to be good at history: cognitive scientists, who say experts can__Òt tell you #s33 #AHA2015"
hssonline,"Mari Webel (Pitt) on neglected tropical diseases at #AHA2015 #40 - treating diseases of poverty w/ drugs seen as a technological ""quick fix"""
sgahistory,Getting Started with DEVONthink - with links to use cases by historians http://www.christopher-mayo.com/?p=2237»_ #AHA2015
blunalucero,"Is Open Access the new struggle between ""industrious authors"" and ""indolent compilers""? #AHA2015"
defjoy,Q. How is collaboration (at archival and publications)  in dig history fostered?#AHA2015
JennieGoloboy,"What has changed in last 20 years?  Diane- ebook. Cheaper, portable. But affects paperback sales. #AHA2015"
cliotropic,Calder/Steffes: Cogn scientists say: experts don__Òt know themselves as well as they like to think; they study what experts do. #s33 #AHA2015
analuciaraujo_,"Slavery as History, Slavery as Fiction: The Slavery Archive as History and Narrative #AHA2015 pic.twitter.com/CBdXVLKOlv"
Adrienne_WU,Panel on Race Sex & Law in Louisiana's Long Nineteenth Century is over Result? Inspired by newbie scholars on race & law #AHA2015 @WashULaw
RyanYokota,"Kathy Lopez on mobility issues, circulating Yellow Peril ideas, and interracial intimacies of AAs in Latin America #twitterstorians #aha2015"
FarinaKing,"Gaps exist between experts and what they do because of lost consciousness- Calder, session 33 #AHA2015"
triplingual,"#s33 #aha2015 3 things historians do: obtain info, construct narratives, make inferences and solve problems"
JennieGoloboy,"Can market quickly with ebooks, instead of waiting for paperback. #AHA2015"
triplingual,"#s33 #aha2015 (This, according to Cog Scientists.)"
cliotropic,"Calder/Steffes: cogn scientists say that historians obtain information, construct narratives, make inferences, solve problems #s33 #AHA2015"
Carolyngian,"#AHA2015 Travers on #MagnaCarta as Burke's sacred cow, extension of Brit constitutional rights in India with 'consent'"
Launiusr,#AHA2015
JennieGoloboy,Michael: marketing more granular. Have social media ready already!  #AHA2015
ColdWarScience,"Gotta run, but great session. Thx to @MarlaAtUmass @JennieGoloboy @JohnFea1 for wonderful reportage. #AHA2015"
defjoy,"A. With IT professionals, with other historians (in H-net?) #AHA2015"
sarahedees,Nerding out at the New York Public Library: Book published by an early Peruvian printer. #AHA2015__™ http://instagram.com/p/xXedU-rCX6/»_
cliotropic,Calder/Steffes is referring to Voss & Wallace in Cambridge Handbook on Expertise & Expert Performance http://bit.ly/1xnyKgu»_ #s33 #AHA2015
Launiusr,#AHA2015 No difference to be found between search for energy resources and war in globalized world.
defjoy,Panelist discusses Omeka as a tool for collaboration.  What about DPLA? #AHA2015
JennieGoloboy,Mary Beth: have to more different kinds of outreach-- not just direct mail!  #AHA2015
bec2933,"Advice from pubs: Build your social media before approaching publishers. Good advice, would love to hear tips from ppl who did this #aha2015"
HILT_DH,"#AHA2015 digital historians: training opportunity with @HILT_DH, July 27-31. http://www.dhtraining.org/hilt2015»_"
cliotropic,"Now up, Tracy Steffes of Brown on what kinds of historical expertise might be testable & assessable. #s33 #AHA2015"
KathrynTomasek,Links from my Digital Tools in the Classroom workshop are here: http://kathryntomasek.org/2015/01/02/getting-started-with-digital-history-in-the-classroom/»___™ #AHA2015 #gsdh
triplingual,Steffes boldly has no slides. *freefalls* #s33 #AHA2015
janegreenway,"@GregGrandin at #s56: traces threads of anti-imperialism in @thenation in 1930s & 1980s, w/ influence on Cordell Hull to Panama. #AHA2015"
defjoy,Talking about copyright: panelist views as challenge to collaboration.  @DPLA uses CC licensure for contributed metadata. #AHA2015
elizabethkoza,Robin Vose (St. Thomas University) raises the question of how inquisitors defined Muslims in the medieval and early modern era. #AHA2015
cliotropic,Steffes: their Dec 2014 team meeting for MCL project was to discuss learning outcomes MCL wants to assess. #s33 #AHA2015
adamarenson,Try these tips: http://works.bepress.com/adam_arenson/20/»___™ MT @bec2933: Advice to build your social media:would love to hear tips from ppl who did this #aha2015
RoxanneShirazi,"Grohsgal notes tension between individual and community benefit of sharing data/sources, something historians loathe to do #s42 #aha2015"
triplingual,Steffes reframes: Talking about what a history major should know. #s33 #aha2015
cliotropic,"Steffes: MCL team couldn__Òt agree on what an introductory course is or should do, so they wrote outcomes for history majors.  #s33 #AHA2015"
seth_denbo,Conversation among #s42 panelists about sharing fruits of their research #aha2015
triplingual,#s33 #aha2015 1) Historical empathy and imagination.
triplingual,"#s33 #aha2015 2) Approach to evidence, esp. contextualization, recognizing silence."
triplingual,#s33 #aha2015 3) Habits of mind of contingency and complexity. Realizing nothing is inevitable.
cliotropic,"Steffes: MCL team agreed on  historical empathy; evidence approaches; habits of mind (contingency, complexity) #s33 #AHA2015"
triplingual,#s33 #aha2015 4) Craft historical narratives from evidence.
blunalucero,"Grad student asked about sharing digital images and cataloging work: ""I would like to, but I would be advised not to"". #aha2015"
JennieGoloboy,Diane loves intro classes because that's where the students are! #AHA2015
HNet_Humanities,Looking for digital collaborative space in the humanities? Check out the H-Net Commons! https://networks.h-net.org»_
triplingual,#s33 #aha2015 5) Knowledge of past.
FarinaKing,"AHA Tuning values historical empathy and imagination- Steffes, session 33 #AHA2015"
cliotropic,"Steffes on MCL team agreed outcomes: skills of narrative, & narrative__Òs role in history; knowledge of the past #s33 #AHA2015"
jmwasko,Ryan Keating illustrates how Irish America actually disapproved of draft riots. Catholics were very loyal to Union. #aha2015 #sSCWH2
RoxanneShirazi,Panelists suggest sharing general techniques might be more acceptable to historians than sharing specific research data #s42 #aha2015
triplingual,#s33 #aha2015 (But with deep disagreement over what constitutes appropriate & acceptable past knowledge.)
cliotropic,Steffes: MCL team disagreed *deeply* about whether specific content was central to historical proficiency. #s33 #AHA2015
cscottjames,"Panel: would shared historical research be ""intelligible"" to other scholars? #aha2015 #s42"
HNet_Humanities,Curious about the H-Net Commons/digital collaboration in the humanities? Connect with me at #AHA2015. I'd love to buy you a drink and share.
triplingual,#s33 #aha2015 Largely agreed on historians approach to sources. 1) Need to use a range of sources. 2) Ss should be able to source evidence.
TenuredRadical,"Standing in line for my badge, suddenly missed Chuck and Louise Tilly. #AHA2015 #HistoryAllStars"
defjoy,The QUESTION!  How should digital scholarship be valued in the academy?  Discuss... #AHA2015
triplingual,#s33 #aha2015 Ss should be able to contextualize evidence.
NationalHistory,NHD Teacher Kevin Wagner is modeling a lesson that ties Leadership & Legacy to WWI using http://100leaders.org»_ #AHA2015 #TeachNHD
cliotropic,Steffes: assessments shd work with varieties of sources; students shd be able to assess sources; to contextualize evidence. #s33 #AHA2015
Anouskaisonline,@HNet_Humanities Where can interested parties find you at #AHA2015?
triplingual,"#s33 #aha2015 4) Ss should be able to sift, sort, select, weed out evidence."
Davulis,"Books: we've got 'em. See you tomorrow, #AHA2015. Until then try to stay out of trouble, ok? pic.twitter.com/NzmtHw5jep"
triplingual,"#s33 #aha2015 5) Ss should recognize limits of evidence, including silence."
cliotropic,Steffes: stus shd be able to identify & sift relevant evidence; recognize limits of evidence; demonstrate historical empathy #s33 #AHA2015
triplingual,#s33 #aha2015 6) Ss should show historical empathy; 7) Ss should be able to write clear and coherent narr.
robgee18,When in a panel on assessment we showed an example of a student saying something silly: uproarious laughter... #s33 #AHA2015
cliotropic,"Steffes: students shd be able to construct a clear, convincing, and plausible narrative from sources  #s33 #AHA2015"
janaremy,@defjoy attend our panel on the topic on Sunday afternoon! Session 195 #AHA2015
profrichmond,Purchase price v bride payment confuses colonial officials in Gold Coast & historians studying. Slavery shapes understanding #AHA2015 #s60
triplingual,#s33 #aha2015 [Sorry about the numbering SNAFU. Wasn__Òt clear to me at start that it was there.]
sgahistory,I__Òm finding that ABBYY FineReader Pro is much faster at OCR than the FR Engine within DEVONthink - anyone else? #AHA2015
triplingual,#s33 #aha2015 When the next session over has THX-level sound bleeding into your session.
cliotropic,Steffes describing other skills that some but not all members of MCL team agreed on. #s33 #AHA2015
seth_denbo,Excellent question from floor about collaboration between archivists and historians. Me: We MUST do more of this! #aha2015 #s42
thejuntoblog,Most-viewed session in #aha2015 guide is on new histories of capitalism: https://aha.confex.com/aha/2015/webprogram/Session12198.html»___™. See the full guide: http://earlyamericanists.com/2015/01/02/the-junto-guide-to-early-america-at-aha2015/»___™
cliotropic,"#s33 #AHA2015 next up: Norm Jones, Utah State U, on AHA Tuning project: http://bit.ly/1xnBdaJ»_  #s33 #AHA2015"
robgee18,When we noted the prob of assessing intro classes bc we can't agree on what it is or what it's for...barely audible chuckle. #AHA2015 #s33
jmwasko,Comment: Need we revise our thinking on Lincoln's treatment of civil liberties? Have we given a generous pass? #CivilWar #AHA2015 #sSCWH2
TenuredRadical,Having wine with Susan Ware in the Hilton Exec lounge #aha2015 pic.twitter.com/8gYO47akFB
MarlaAtUmass,Q from @JennieGoloboy re how they support sales staff.  How can authors connect w/ them? #s38 #aha2015
defjoy,I do wonder if Omeka has the scalability to match the ambitions of this project? #AHA2015
JennieGoloboy,"Keeping the sales people happy-- give lots of warning, don't yell at them!  #AHA2015"
Samantha_Dorsey,"Heck yes! Unless sources/objects catalog themselves MT: ""Cataloging is an act of interpretation"" #AHA2015 @blunalucero @rakantrowitz"
FarinaKing,"Can anyone think of a cool acronym for ""Tuning"" for the AHA History Tuning Project? #AHA2015"
cliotropic,"For what Jones will be recapping, see this storify from this morning__Òs #AHATuning workshop: http://bit.ly/13NpYfE»_ #s33 #AHA2015"
triplingual,"#s33 #aha2015 [Took until the 4th preso, 5th speaker to mention that USA isn__Òt the first to try to work on this.]"
seth_denbo,Historians don__Òt need __£advanced archival training.__Ñ We need to be open to talking to & exchanging expertise with archivists #aha2015 #s42
JennieGoloboy,Penguin Random sales folks-- #giveabook was their idea!  #AHA2015
MarlaAtUmass,"A: Communicate (Respectfully). Report needs, opps. & be thorough when filling out that author questionnaire! #s38 #aha2015"
cliotropic,"Jones recaps Bologna Process, an EU-wide project to standardize & make transferable college work in different disciplines. #s33 #AHA2015"
csnesbit,"#twitterstorians and bloggers and friends, come to the #aha2015 reception, 5:30pm in Sheraton Central Park E (2nd fl). Spons. by @MapStory"
AliciaSDeMaio,Thinking of all those at #AHA2015--had I planned my winter break a bit better I could have been there. There's always next year!
cliotropic,"Jones: engineers have ABEC, which dictates what BS engineer grads can do; historians don__Òt. AHA Tuning is next best thing. #s33 #AHA2015"
defjoy,"Most of the questions coming out of this discussion prefaced by: ""Have you talked to an archivist or librarian about [__] #AHA2015"
cliotropic,Jones on the AHA Tuning project__Òs history discipline core: http://bit.ly/1xnCAq0»_    #s33 #AHA2015
athenogenes,"Big trade press sales reps on open access: ""No."" They know where the money is. #aha2015"
triplingual,MT @seth_denbo: Great projects signed up for digital projects lightning round tom'w. Bring lunch and enjoy! http://bit.ly/13NqdaF»_ #AHA2015
profrichmond,Getz looking at the spectrum of slavery/shame to marriage/respectability in 19c Gold Coast. Still plays out today #AHA2015
MarlaAtUmass,Happy to see both Clark Dougan & Mary Dougherty from @umasspress in #s38. Love working w/ them on our #publichistory series.  #aha2015
defjoy,"Now: ""Have you talked to publishers about what they think about sharing?"" Ugh.  Speaks to need to reform THAT model... #AHA2015 #openaccess"
joseph_hower,"This cabbie is not messing around. He will get me to #AHA2015, traffic and pedestrians be damned."
peregrinekiwi,Excellent question on information sharing and publishing contracts. Tough for a panel of grad students to answer. #AHA2015 #s42
triplingual,"#s33 #aha2015 AHA Tuning about what having a degree in History means you can know, think, do. Not about intermediate points."
cliotropic,Jones: the History Discipline Core is a list of wordings to articulate what we (faculty) look for as markers of proficiency. #s33 #AHA2015
arothmanhistory,@wcaleb Beyond Freedom's Reach ships on 1/26. Galleys available at @Harvard_Press booth #aha2015. http://www.hup.harvard.edu/catalog.php?isbn=9780674368125»___™
defjoy,We definitely don't want publishers dictating what can be done with data. #AHA2015
cliotropic,"(Aside: if you__Òre reading #s33 #AHA2015 remotely, could you make a Storify of this after we__Òre done & send me & @triplingual the link?)"
Carolyngian,"#AHA2015 Q&A #MagnaCarta anniversary 1815 was 21 day fete Arundel Castle, Prince Regent in #medieval costume celebration of Gothicism"
defjoy,Problem: archives claiming copyright over archival materials.  #AHA2015 #truth
cliotropic,"Jones: In Utah, because these stated outcomes don__Òt specify content knowledge, assessment must be tied to artifacts/objects. #s33 #AHA2015"
Carolyngian,#AHA2015 1915 a muted wartime affair of #MagnaCarta commemoration
triplingual,"#s33 #aha2015 Since guidelines are content-agnostic, artifacts (e.g. papers, portfolios, &c) are key. __£We must have the pudding."""
FarinaKing,AHA History Tuning emphasis on practice #AHA2015 #AHATuning
profrichmond,"The panel series on slavery as history and fiction exploring important ideas about race, gender, literature, identity.  #AHA2015"
sgahistory,"If you can__Òt find it, you can__Òt sign it.__Ñ http://harvardpress.typepad.com/hup_publicity/2013/07/cant-find-it-cant-sign-it-on-dissertation-embargoes.html»___™ #AHA2015	0	0	false	"
cliotropic,"Jones: Utah assessment artifacts: capstone papers, e-portfolios, common goals across courses to track developing proficiency #s33 #AHA2015"
TransactionPub,"Will you be at the American Historical Assn (AHA) annual meeting (New York, NY, Jan. 3-5)? Visit us at booth #411! #AHA2015"
sgahistory,The industrious writer versus the __£indolent compiler__Ñ #aha2015 #s42
triplingual,Missed lunch today because registration. Reception time is going to be outstanding. #aha2015
cliotropic,"Jones: in Utah, you can__Òt graduate w/o passing the capstone course, & all faculty use the same common rubric for assessment. #s33 #AHA2015"
RachelDeblinger,Check out @memoriesmotifs and other exciting #digitalhumanities projects at #aha2015 lightning round: http://historians.org/annual-meeting/resources-and-guides/digital-history-at-the-annual-meeting/digital-history-lightning-rounds/digital-projects-lightning-round-participants»___™
cliotropic,"Jones describes e-portfolio assessment, asks who__Òs going to read all these artifacts? #s33 #AHA2015"
ChasingClaudiaK,ACHA panel attendees included: military jacket + plaid mini; priest in Cliff Huxtable sweater #AHAStreetStyle #AHA2015
Carolyngian,"#AHA2015 #MagnaCarta a relic more than a text, abstraction of greatness, appropriate for our 2015 transnational global celebration"
jmulich,Interesting questions raised about the alleged secularism of western legal traditions at #s48 #AHA2015
NationalHistory,"Thank you Amanda Smith, Brian Weaver, and Kevin Wagner for presenting at #AHA2015 today!  Great strategies for approaching WWI. #TeachNHD"
Susanne_Vasquez,Missed lunch today because registration. Reception time is going to be outstanding. #aha2015
cliotropic,"Jones: when Utah tracked where students learned specific skills, they learned: historians are chaotic in what they teach when. #s33 #AHA2015"
FarinaKing,"Historians are essentially chaotic-Jones, session 33 #AHATuning #AHA2015"
Carolyngian,#AHA2015 Reminder from Colley that widow provisions of #MagnaCarta in 1915 misread to support women's suffrage fight
cliotropic,Jones: Historians can__Òt agree on what makes a lower/upper-lvl course. #s33 #AHA2015
cliotropic,"Jones: In Utah, every history major now has an intro-level methods course required to enable them to pass the capstone. #s33 #AHA2015"
triplingual,#s33 #aha2015 Utah State assessments showed them their tacit assumptions about what students needed to have to start being majors.
sgahistory,"Export your data transparently with DEVONthink - no data ""lock-in"" or proprietary formats http://blog.devontechnologies.com/2009/03/tuesday-tip-export-your-data-transparently/»___™ #AHA2015 #s42"
cliotropic,"Jones: Utah State now has a history pre-major (like pre-med), bc declared majors need to already have certain skills. #s33 #AHA2015"
triplingual,#s33 #aha2015 Realized they needed to work on prerequisites.
cliotropic,"Jones: Utah group found that Utah employers have no coherent idea about the skills they want to hire for, specifically. #s33 #AHA2015"
JasonPMcGraw,Looking forward to the day #aha no longer tied to job market thx to tech changes #AHA2015
cliotropic,"Jones: in Utah, history faculty learned of need to explain outcomes in words that stus, employers, parents could understand #s33 #AHA2015"
triplingual,"#s33 #aha2015 We need to be able to show ourselves that we know what we__Òre talking about, and to be able to show outsiders same."
peregrinekiwi,See also #aiascs RT @JasonPMcGraw: Looking forward to the day #aha no longer tied to job market thx to tech changes #AHA2015
sgahistory,"AHA Digital History Workshop this morning, Digital History panels the rest of the day - awesome :)  #digitalhumanities #aha2015 #graddh"
triplingual,#s33 #aha2015 Q gets to @learningtech comment: What__Òs the diff between __¥historical__Ò thinking and just thinking?
cliotropic,"We__Òre going to Q&A in #s33 #AHA2015, & I won__Òt be able to catch everything. #s33 #AHA2015"
cliotropic,Questioner asks: what__Òs the difference btw historical thinking & just thinking? #s33 #AHA2015
triplingual,"#s33 #aha2015 A: Starts w/anecdote about cog sci eye-tracking studies of historians. They look at author first, generalists start w/content."
peregrinekiwi,@sgahistory How was that workshop? I registered too late and missed out.plus side: Central Park is lovely! #aha2015
petecajka,"Panel on Brooklyn dioceses shows how #catholics were ""modernizers"" in 19th/20th century: schools, hospitals, and associations. #AHA2015"
cliotropic,"Calder__Òs answer, recapping S. Wineberg: historians have specific ways of thinking, like sourcing: who wrote it, when, why? #s33 #AHA2015"
triplingual,"#s33 #aha2015 A: This is an example, not answer. Add-on answer: Historians are skeptics. Historians interested in multiple sources of data."
cliotropic,Jones: historians use multiple sources of info; never content with a single data set. Audience member: science does this too #s33 #AHA2015
rbthisted,Barrow: __£only a professor would be embarrassed at the thought their collective economic interests would be represented.__Ñ #aha2015
triplingual,"#s33 #aha2015 Q pushback: But scientists are skeptics, too! Maybe narrative presentation key. Depends whether you see hist as SocSi or Hums."
Samantha_Dorsey,It's my first time at this conference and the gentleman historian to my right pulled out an actual monocle and USED IT! #AHA2015
jmwasko,RK: Desertion doesn't correlate w/political events but location. Commenter adds: Also dependent on tenuous nat'l identity. #aha2015 #sSCWH2
sgahistory,".@peregrinekiwi great overview of network viz and Gephi - good link here too, a __£toe-dip__Ñ http://www.sadiron.com/dh-toe-dip-character-networks-in-gephi/»___™ @ChuckRybak #AHA2015"
cliotropic,"Audience member: writing & narrative are humanities skills. Calder: yes, narrative, but we *teach* argument. #s33 #AHA2015"
janaremy,Come to the digital projects lightning round at #AHA2015 tomorrow. I'll be speaking abt online T&P dossiers http://bit.ly/13NqdaF»_
sgahistory,.@peregrinekiwi Digital workshop network visualization materials are here also http://www.scottbot.net/aha»_ #aha2015 @scott_bot
cliotropic,Jones: Utah has learned that historians are not humanists & not social scientists; this creates problems for gen-ed curricula #s33 #AHA2015
thecliodotcom,"Question from the floor #aha2015 ""How is historical thinking different from other kinds of thinking?"""
cliotropic,Panel answering Q from a West Point prof about how to sell history__Òs usefulness to future engineers. #s33 #AHA2015
triplingual,#s33 #aha2015 Q: Teaching History at military acad. How to focus? A: Should show that there__Òs not always one right answer in many fields.
cliotropic,"Calder: engineers tend to be __£1 best solution__Ñ ppl, & history teaches that there are *always* many possible solutions, stories #s33 #AHA2015"
cliotropic,Steffes: many historical thinking skills take multiple courses to develop; picking single-semester-teachable skills is tough. #s33 #AHA2015
triplingual,#s33 #aha2015 Further A: Let__Òs ack that this also may have to happen in the only hist class S may take; teach change over time.
Carolyngian,Good question #AHA2015 on what does 'misreading' #MagnaCarta really mean? As opposed to reinterpretation
defjoy,"Panelist: ""digital tools shape what we do, need to think about this."" #AHA2015"
cliotropic,"Steffes: many different kinds & goals of intro courses: gen-ed surveys, intro to history major, history for education majors #s33 #AHA2015"
ColdWarScience,And now: #twitterstorians reception! Looking forward to meeting tweets IRL. #AHA2015
CarlyASilver,Registered and ready for #AHA2015!
cliotropic,"Breakstone on importance of moving away from history as content/topic coverage; this will serve students at all levels, K-16. #s33 #AHA2015"
erin_bartram,Quite a dance when the walls come down and we do history #asch2015 #AHA2015
triplingual,"#s33 #aha2015 Q: How do we break out of the box? (The things we want people to learn, we can__Òt do using traditional teaching approaches.)"
cliotropic,Calder: Only 1 of the history primers highlights chronology as a historian__Òs skill. He wishes HS grads already knew chronology #s33 #AHA2015
Carolyngian,"#AHA2015 answer: similar to Tea Party (mis) interp of the Constitution. #MagnaCarta difficult Latin, ought taken whole not in partial quotes"
profrichmond,Off to #twitterstorians reception at #AHA2015 with my data scientist spouse in tow.
cliotropic,"Jones: if we want to re-work the things/skills we teach to majors, we__Òre professionals, & we control our curricula. #s33 #AHA2015"
triplingual,#s33 #aha2015 A: Jones: Who owns the box? Historians do. Our teaching is autobiographical. Maybe we just have to wait for generational chg.
triplingual,#s33 #aha2015 A (cont): We need a different kind of __£lab__Ñ.
singsingsolo,@STS_News @SIGCIS @AmericanSciBlog a consequence of letting a long-19th-century historian write an #aha2015 post
triplingual,#s33 #aha2015 A (Breakstone): Need to show how teachers doing it successfully are doing it. [Probs of inefficient info distro?]
Carolyngian,#AHA2015 Q: Influence of #MagnaCarta on Whig thought? A: How long have you got?
JacobiteRelic,How is this #History? Not relevant @myHNN The AHA Will Be Taking Up 2 Resolutions Critical of #Israel - http://bit.ly/1yfrO6U»_  #AHA2015
cliotropic,"I__Òll be late to the #AHA2015 #twitterstorians reception, but I__Òll be there. Sheraton 2nd floor, Central Park East, now. Join us!"
SarahJPurcell,@OUPAcademic Reception #AHA2015
kalanicraig,#twitterstorians unite! (In the Central Park East room on the Sheraton's second floor) #AHA2015
Carolyngian,#AHA2015 1st paper money issued by state of MA bore symbol of #MagnaCarta
marydudziak,@JennieGoloboy @ColdWarScience @JohnFea1 @MarlaAtUmass Thank you for excellent tweets of pub panel! Allowed me to follow from plane #AHA2015
DouglasBradburn,"That's a fine set of elbow patches, welcome to #AHA2015 pic.twitter.com/2dFDeoWwa3"
digitaldante,overheard at #aha2015 we have a responsibility to be good teachers :)
drkorfhage,"Day 1 at #AHA2015 is done. Very interesting discussions of history teaching and learning, as well as history content."
RussellProf,@SIGCIS @singsingsolo @AmericanSciBlog @STS_News sounds like #aha2015 needs a paper on the history of computerized reservation systems
megankatenelson,@jmwasko @Samantha_Dorsey Where is that man? Must find that man! #AHA2015
nsolomita,Just downed another iced coffee to get me through the rest of the evening. So worth it! #aha2015
DerekKrissoff,Asking people at #AHA2015 if we'll still be talking history of capitalism in 10 years. Some responses are snarky; all are smart.
JennieGoloboy,"Sales reps roles have changed- podcasts, etc. but historical knowledge just as important #AHA2015"
marydudziak,Still in transit & missing #twitterstorians reception. But look forward to your #AHA2015 tweets!
erin_bartram,"Got to hear a prominent scholar of American religious history say ""I'm a naughty girl."" Twice. Conference made. #AHA2015"
megankatenelson,@DeviantReader @AneliseHShrout @rachroth1229 You are all so stylish! Way to bring the fashion to #AHA2015 #AHAStreetStyle
CarlyASilver,Great discussion of digital engagement and history at #AHA2015 Twitter-storians and bloggers meeting.
jenguiliano,#AHA2015 #twitterstorians reception
janaremy,huge crowd at the #twitterstorians reception #aha2015 pic.twitter.com/IIJorzO2Pg
CarlyASilver,@MickiKaufman yay for @ColumbiaAlumniA alums at #AHA2015!
ProfessMoravec,I just saw Jesse Lemisch #aha2015 fan girl moment stopped dead in my tracks and gawked
RoxanneShirazi,"That__Òs all for me today at #aha2015. Phone battery died towards the end of that last session and now__™well, I__Òm home. #localconferenceluxury"
jmercan,"@ehyde123 MT @JennieGoloboy: New buzz areas, per Gentile: 1st yr Exp books, esp for writers who are excellent public speakers #AHA2015"
andy_j_paul,"The #AHA2015 app is great and you should get it if attending. Still, doesn't fix prob of too many interesting sessions at once!"
JohnHatch237,The tour of FDR__Òs Four Freedoms Park on Roosevelt Island was a gem! #AHA2015 pic.twitter.com/MxJ28yI6gh
enghistory9,Couldn't make it to Manhattan but reading the tweets about all the awesome work at #aha2015 makes me proud to be a nerdy historian.
jhill_jr,"A scholarly start to the New Year! If you're in #NYC, come support fellow #CUNYGC #history scholars at #AHA2015 http://goo.gl/pdmimf»_"
SimoneSmith3,Conference time!
OUPAmHistory,"Ready for #AHA2015?  Check out our guide to panels, events and things to do after hours! http://oxford.ly/1vpgPk9»_"
megankatenelson,@jeremyneely Ha! If only. #sequins #AHA2015 #AHAStreetStyle
Parkesland,Meta-moment #236: live tweeting the #twitterstorians event. #AHA2015 @MapStory pic.twitter.com/oqpaZ3gkkH
